article_id,title,author_name,author_ids,journal,publisher,abstract,source_ori,pdf_ori,pdf_garuda,doi
1441360,PELAKSANAAN TUGAS DAN WEWENANG KOMISI PENYIARAN INDONESIA DAERAH JAWA TENGAH MENURUT UNDANG-UNDANG NOMOR 32 TAHUN 2002 TENTANG PENYIARAN,"Rahajeng Kinasih*, Hayim Asy’ari, Ratna Herawati",5285752,"Diponegoro Law Journal Vol 5, No 2 (2016): Volume 5, Nomor 2, Tahun 2016","Program Studi S1 Ilmu Hukum, Fakultas Hukum, Universitas Diponegoro",Komisi Penyiaran Indonesia Daerah Provinsi Jawa Tengah mempunyai tugas untuk mengawasi program siaran dan isi siaran sesuai dengan Pedoman Perilaku Penyiaran (P3) dan Standar Program Siaran (SPS). Dengan demikian penelitian ini bertujuan untuk mengetahui tugas dan wewenang Komisi Penyiaran Indonesia Daerah Provinsi Jawa Tengah serta hambatan-hambatan dalam proses memberikan sanksi. Hasil penelitian ini menunjukkan tugas dan wewenang Komisi Penyiaran Indonesia Daerah Jawa Tengah. Pengawasan terhadap isi siaran dan program siaran yang ditayangkan dilakukan oleh Komisi Penyiaran Indonesia Daerah Provinsi Jawa Tengah sesuai dengan tugas dan kewenangan. Adapun hambatan Komisi Penyiaran Indonesia Daerah Provinsi Jawa Tengah adalah cakupan wilayah penyiaran yang luas serta lemahnya sumber daya manusia dalam lembaga penyiaran sehingga kurang mampu menyajikan program siaran yang bekualitas dan pantas untuk ditayangkan. Faktor lain yang menjadi hambatan adalah masyarakat yang kurang paham media sehingga mengakibatkan tayangan yang kurang edukatif tetap ditonton karena alasan untuk hiburan.,,,http://download.garuda.kemdikbud.go.id/article.php?article=1441360&val=4724&title=PELAKSANAAN TUGAS DAN WEWENANG KOMISI PENYIARAN INDONESIA DAERAH JAWA TENGAH MENURUT UNDANG-UNDANG NOMOR 32 TAHUN 2002 TENTANG PENYIARAN,
1187322,EFEKTIVITAS PENGAWASAN IZIN PENYIARAN TV KABEL BERLANGGANAN OLEH KOMISI PENYIARAN INDONESIA DAERAH (KPID) RIAU DI KOTA PEKANBARU,Indra Mugiono|Harapan Tua R.F.S,3125221|2437777,"Jurnal Online Mahasiswa (JOM) Bidang Ilmu Sosial dan Ilmu Politik Vol 4, No 2: WISUDA OKTOBER 2017",Fakultas Ilmu Sosial dan Ilmu Politik Universitas Riau,"Indra Mugiono, NIM 1001134918, Monitoring the effectiveness of the Broadcasting License Subscribe Cable Tv By the Regional Indonesian Broadcasting Commission Riau in Pekanbaru, supervisor : Dr. Harapan Tua R.F.S, M.SiCable TV channels network presence began in the spotlight Dishubkominfo Pekanbaru. Based on data Dishubkominfo none of the cable TV network in Pekanbaru permit the implementation of the cord. Meanwhile Transportation Department officials also met officials technicians were installing cables cable TV networks that do not have an operating license for its cable. Illegal practices immediately rose stopped a team of officers. The development of cable TV in Pekanbaru very rapidly this time we can read in the press that the proliferation of cable TV company in Pekanbaru, with so much needed oversight conducted by the Indonesian Broadcasting Commission of Riau.The theory used as the analysis in this study is Handayanigrat (2005; 32) said that effective supervision can help businesses to organize work in order to conform with the plans related to the problem Effectiveness Monitoring Permits Broadcasting Cable TV Subscription By Regional Indonesian Broadcasting Commission (Commission) Riau in the city of Pekanbaru.The results of this study indicate, Effectiveness Monitoring Cable TV Broadcasting License Subscription by the Indonesian Broadcasting Commission of Riau in Pekanbaru City should be supervised broadcasting license. However, in practice there are still many who do not have cable TV broadcasting license by broadcasting commission Riau. And the factors that influence is a change in the organization, their problems in Riau regional broadcast Commission with regard to the role of independent organizations under the Act, decentralization of power relating to broadcasting legislationKeywords : Effectiveness of Supervision, Cable TV Subscription.",,,,
1259627,Persepsi Praktisi Penyiaran terhadap Regulasi Penyiaran di Indonesia: Studi Kasus Program Empat Mata dan Bukan Empat Mata Di Trans7,"Irawan, Rahmat Edi",1238760,"Humaniora Vol 2, No 2 (2011): Humaniora",Bina Nusantara University,"Broadcasting regulation is one interesting thing to be observed in Indonesia?s television industry development. One television program that mostly having violation of the regulation is Empat Mata which continued with Bukan Empat Mata broadcasted by Trans7. This supports the researcher to do research about how the exact perception of broadcasting practitioners towards broadcasting regulation in Indonesia. The result of qualitative research, which collects data through observation and literature study, shows there is lack of knowledge in broadcasting practitioners about Indonesia?s Broadcasting Commission (KPI) and broadcasting regulation in Indonesia. Besides less socialization, multi-interpretation troubles in some regulations are the probable cause of increasing numbers of violation towards broadcasting regulations. As preventing action, it needs to have open dialog between KPI and broadcasting practitioners as bridging communication of their different authorities, which would be useful to increase quality of television show in Indonesia.",,,,https://doi.org/10.21512/humaniora.v2i2.3161
1259960,Implementasi Pedoman Perilaku Penyiaran Menurut Perspektif Komisi Penyiaran Indonesia (KPI),"Tulasi, Dominikus",1238877,"Humaniora Vol 5, No 1 (2014): Humaniora",Bina Nusantara University,"This multidiscipline research combines models and theoretical guidance of Indonesia Broadcasting Commission in implementing ethical behavioral guidance toward television broadcasting programs as mass media, a case study at Trans7. This qualitative research examined on how both Television management and Indonesia Broadcasting Commission highlight and perceive behavioral acting of host relating to entertainment programs. In one hand, program producer is able to construct, construe, and reconstruct societal opinions and mindset to its program. On the other hand, Indonesia Broadcasting Commission (KPI) construes the television program overacting and unethical. KPI judges the behavior of the program host does not deserve to present to the society referring to the broadcasting regulations, especially broadcasting behavioral guidance and broadcasting program standard (P3-SPS). Analyzing the implications television broadcasting program is a matter of negative image towards national culture and social norms through significant participant observation. This phenomenon is alarming, considering the host of TV programs which in the long run will be able to influence social value system and national culture. As it is able to gain an extensive understanding towards the identity makeup and sense of television broadcasting programs that exist within Indonesian society.",,,,https://doi.org/10.21512/humaniora.v5i1.3040
1265993,Eksistensi Komisi Penyiaran Indonesia Daerah (KPID) dalam Memperkuat Sistem Pengawasan Lembaga Penyiaran dan Materi Siaran,Muslim Ansori,3976816,MAWA IZH JURNAL DAKWAH DAN PENGEMBANGAN SOSIAL KEMANUSIAAN Vol 10 No 1 (2019): Mawa'izh Juni,"Faculty of Da’wa and Islamic Communication, State Institute for Islamic Studies of Syaikh Abdurrahman Siddik Bangka Belitung","Facing the digital revolution era nowadays, where all the information can be easily obtained through our personal mobile phones that can be accessed personally via social electronic media it should be noted whether the contents of the information are inappropriate to be broadcasted and published through electronic media. With the rise of inappropriate information obtained by the public such hoaxes, KPID (Indonesian Broadcasting Commission) as a state institution that regulates all matters related to broadcast ethics must pay attention to the broadcasting and publishing regulations whether they have already been implemented by the media in order to provide good information. This commission can cooperate with other institution to say war against hoaxes. A firm reaction must be taken by KPID to the media that violates broadcast materials regulation. They can be given a warning or revoked their right to broadcast or publish as an action of supervision of the broadcasting media. So, the news given by the media can be justified and also be useful to educate Indonesian society.",,,,https://doi.org/10.32923/maw.v10i1.789
1844538,EFEKTIVITAS PENEGAKAN HUKUM OLEH KPID JAWA TIMUR TERHADAP LEMBAGA PENYIARAN BERDASARKAN PASAL 36 AYAT (5) UNDANG-UNDANG PENYIARAN,"MITSAQI PUTRI, UVI",1449023,NOVUM : JURNAL HUKUM Vol 3 No 3 (2016),Universitas Negeri Surabaya,"Komisi Penyiaran Daerah (KPID) Jawa Timur adalah lembaga independen yang berwenang mengawasi penyiaran di daerah Jawa Timur. Televisi sudah menjadi kebutuhan setiap manusia, dalam rangka memperoleh informasi dan hiburan. Hal ini terkadang dimanfaatkan oleh lembaga penyiaran, di mana dalam menjalankan setiap aktivitasnya dituntut untuk selalu berinovasi, berdaya saing guna memperoleh keuntungan yang sebesar-besarnya. Banyak lembaga penyiaran mengesampingkan nilai-nilai, serta budaya yang berlaku di masyarakat dengan cara menayangkan program yang tidak sehat salah satunya yang mengandung unsur kekerasan. Tujuan penelitian adalah untuk mengetahui efektivitas penegakan hukum oleh KPID Jawa Timur terhadap jenis pelanggaran kekerasan, serta untuk mengetahui langkah-langkah apa saja yang dilakukan oleh KPID Jawa Timur agar penegakan hukum. Jenis penelitian ini yaitu yuridis sosiologis. Penelitian ini akan mengkaji mengenai efektivitas penegakan hukum yang dilakukan oleh KPID Jawa Timur terhadap lembaga penyiaran yang melanggar Pasal 36 ayat (5) UU penyiaran, serta pengamatan langsung dari masyarakat. Teknik pengumpulan data menggunakan observasi dan wawancara. Teknik analisis data dalam penelitian ini menggunakan metode deskriptif kualitatif. Berdasarkan hasil penelitian ini adalah efektivitas penegakan hukum terhadap pelanggaran yang dilakukan oleh lembaga penyiaran berdasarkan pasal 36 ayat (5) UU Penyiaran, dapat dikatakan tidak efektif. Hal tersebut dikarenakan minimnya peralatan yangdigunakan untuk mengawasi isi siaran di televisi. Pemberian sanksi yang dilakukan oleh KPID Jawa Timur sampai dengan sanksi administratif/teguran tertulis hingga pengurangan durasi program acara yang bermasalah kepada lembaga penyiaran yang terbukti melakukan pelanggaran isi siaran. KPID Jawa Timur dalam mengefektifkan penegakan hukum melalui 2 (dua) cara yaitu langkahlangkah yang bersifat internal dan eksternal. Salah satunya yang telah dilakukan dengan serangkaian acara misalnya pengawasan siaran yang mengandung unsur kekerasan melalui sosialisasi, workshop serta literasi media. Kata Kunci : Efektivitas penegakan hukum, pengawasan, KPID Jawa Timur Abstract Regional Broadcasting Commission of East Java is an independent instituition which authorized to supervise broadcasting in East Java. Television has become necessity of every human being, in order to obtain information and entertainment. It is sometimes used by broadcasters, which in carrying out any activities is required to always being innovative and competitive or vying to gain an advantage as much as possible. So there are a lot of broadcasters override values, as well as the prevailing culture in the community by serving unhealthy program which contains violence on it.The type of this research is juridical sociological. This study will assess the effectiveness of law maintenance carried out by East Java KPID against broadcasters who violated Article 36 paragraph (5) of the Act of broadcasting, as well as direct observation by the society. Observation and interviews were used as techniques of collecting the data. This research used qualitative descriptive method as techniques of analysing the data.Based on the results of this research, the effectiveness of law maintenance against broadcasters who violated Article 36 paragraph (5) of the Act of broadcasting, is not effective. This is due to the lack of equipment which is used to monitor the broadcast content on television. Sanctions conducted by East Java KPID up with administrative sanctions / written warning to a reduction in the duration of the complicated programs to the broadcasters who were proved for having violated broadcast content. Keywords: The effectiveness of law maintenance, surveillance, East Java KPID",,,,https://doi.org/10.2674/novum.v3i3.18109
1530466,PERAN KOMISI PENYIARAN INDONESIA DAERAH KALIMANTAN BARAT DALAM PENGEMBANGAN DAN PERIZINAN LEMBAGA PENYIARAN DI PERBATASAN INDONESIA-MALAYSIA (STUDI KASUS DI KABUPATEN BENGKAYANG),"- A01111221, SHELLY HISKIANI HUTAGALUNG",535270,"Jurnal Hukum Prodi Ilmu Hukum Fakultas Hukum Untan (Jurnal Mahasiswa S1 Fakultas Hukum) Universitas Tanjungpura Vol 3, No 4 (2015): JURNAL MAHASISWA S1 FAKULTAS HUKUM UNTAN",Jurnal Hukum Prodi Ilmu Hukum Fakultas Hukum Untan (Jurnal Mahasiswa S1 Fakultas Hukum) Universitas Tanjungpura,"Kawasan Perbatasan merupakan wilayah terluar yang bersinggungan langsung dengan interaksi yang bersifat eksternal yang mengakibatkan masyarakatnya rentan terkikis rasa nasionalismenya. Adapun wilayah perbatasan di Kalimantan Barat antara lain Kabupaten Bengkayang yang berbatasan langsung dengan Negara bagian Malaysia (Sarawak). Salah satu hal yang belum menjadi perhatian pemerintah dalam pengembangan dan pemberdayaan perbatasan antara lain masalah penyiaran di perbatasan. Masyarakat perbatasan sudah selayaknya berhak untuk memperoleh akses informasi layaknya masyarakat perkotaan sehingga penyelenggaraan penyiaran dapat diwujudkan secara merata di seluruh pelosok nusantara. Lembaga penyiaran yang ada di perbatasan juga membutuhkan izin sebagai kepastian hukum bagi pelaksanaan penyiaran. Salah satu Lembaga Negara yang bersifat independen yang diberikan kewenangan oleh pemerintah untuk membuat kebijakan dalam hal pengembangan penyiaran, mewadahi aspirasi masyarakat dan memberikan sanksi terhadap pelanggaran penyiaran adalah Komisi Penyiaran Indonesia Daerah yang berada di tingkat Daerah. Lembaga Negara inidiharapkan dapat menjadi pendorong pencapaian keberhasilan pemerintahan termasuk tugas penyelenggaraan perizinan di daerahnya.Sehubungan dengan itu, Indonesia sebagai negara hukum menganut prinsip wetmatigheid van bestuur dimana setiap tindakan hukum pemerintah harus didasarkan pada wewenang yang diberikan oleh peraturan perundang-undangan. UU No. 32 Tahun 2002 Tentang Penyiaran menjadi landasan hukum KPID Kalbar dalam upaya menyelenggarakan penyiaran berdasarkan asas desentralisasi dapat menjangkau hingga di wilayah perbatasan. Peran Komisi Penyiaran Indonesia Daerah berupa koordinasi dengan Pemerintah Daerah dan Lembaga Penyiarandibutuhkandalam upaya pengembangan serta prosedur perizinan Lembaga Penyiaran di daerahperbatasan. Adapun penulisan hukum ini menggunakan metode penelitian Normatif-Empiris dan analisis datanya menggunakan Analisis Deskriptif. Dimana penyajian datanya diuraikan secara kualitatif. Selain itu data disajikan dengan menggunakan uraian-uraian dari data hasil penelitian. Penelitian lapangan dilaksanakan secara langsung dengan melakukan wawancara dengan Ketua KPID Kalbar,Dinas Perhubungan Kab.Bengkayang, Camat, Kepala Desa serta masyarakat perbatasan Kab.Bengkayang. Â Oleh karena itu, berdasarkan hasil penelitian yang dilakukan di Perbatasan Kabupaten Bengkayang, bahwa sulitnya Lembaga Penyiaran berkembang dan memperoleh izin faktor penyebabnya adalah tidak adanya koordinasi antara KPID dan Pemerintah Daerah Kabupaten Bengkayang dimana faktor pendukung lainnya adalah tidak adanya anggaran KPID dan pemerintah daerah untuk mendukung infrastruktur dan sarana maupun insentif bagi karyawan Lembaga Penyiaran.Dengan demikian upaya KPID belum melaksanakan perannya secara maksimal dan belum memberikan hasil terhadap pengembangan dan perizinan Lembaga Penyiaran yang ada di Perbatasan Bengkayang. Hal ini sejalan dengan fakta yang menunjukkan belum adanya Lembaga Penyiaran di Perbatasan Kabupaten Bengkayang yang memiliki izin. Keyword : Lembaga Penyiaran ; Izin; Perbatasan.Â",,,,
1710193,"Pre Understanding, Effective Histori, Fusion Of Horisons Komisi Penyiaran Indonesia Daerah (KPID NTB) Terhadap Undang-Undang Penyiaran No 32 Tahun 2002 Dan P3SPS",Najamudin Najamudin,4070476,Schemata: Jurnal Pasca Sarjana IAIN Mataram Vol. 7 No. 1 (2018): Schemata: Jurnal Pasca Sarjana IAIN Mataram,Universitas Islam Negeri (UIN) Mataram,"Pre Understanding, Effective Histori, Fusion Of Horisons istilah hermeneutik sebagai dasar untuk memahami. Sedangkan KPID adalah lembaga yang otoritatif pada pengawasan penyiran di daerah yang mengacu pada UU Penyiaran 32 Tahun 2002. Hadirnya lembaga penyiaran di NTB memiliki dampak positive negative, yaitu mampu memenuhi kebutuhan informasi bagi masyrakat NTB, tapi juga menambah permasalahan, seperti perilaku kekerasan oleh anak-anak, Pelecehan seksual oleh anak-anak maupun dewasa, kata-kata kotor oleh anak-anak dan lainnya. Prilaku tersebut diilustrasikan melalui Televisi. Pada tahap implementasi kebijakan dan pemahaman KPID tentang UU Penyiaran dan P3SPS peneliti melihatnya menggunakan teori hermneutika Gadamer dan Ripley “pendekatan kepatuhan dalam impelentasi kebijakan”. Terjadinya ketidakpatuhan tersebut disebabkan oleh kebijakan tersebut hanya berlaku formalitas, atau dalam logika hermeneutika apa yang KPID lakukan baru sebatas pemahaman literal, sehingga perlu diuji dengan Pre Understanding, Effective Histori, Fusion Of Horisons. Keywords: Pre Understanding, Effective Histori, Fusion Of Horisons, UU Penyiaran, P3SPS, KPID, Lembaga, Penyiaran",,,,https://doi.org/10.20414/schemata.v7i1.295
1640581,STRATEGI KOMUNIKASI KOMISI PENYIARAN INDONESIA DAERAH (KPID) DALAM MENDORONG PENYIARAN PERBATASAN (Studi Kasus KPID KEPRI Periode 2011-2014),Intan Tri Kusumaningtias,3476000,"Media Bahasa, Sastra, dan Budaya Wahana Vol 1, No 12 (2016): Volume 1 No 12., Ganjil, Tahun Akademik 2016/2017",Universitas Pakuan,"AbstractIndonesia is a country that consist of many island. There are 12 island which in border to the neighboring countries. Which include Riau island Province (Kepri). Kepri is a wide range of area despite of the small population. The Population density is only located in Batam city, Karimun and Bintan island. Regions border has complex issue, causing a foreign broadcast entering the Riau Island Province, hence lack of interest for investors to organize the broadcast in maritime province.Strategy is the source used to help a management to achieve a goal. The purpose of this process is to achieve the goal that has been pointed. Meanwhile, management theory known as (POAC) intended to know the planning, organizing, actuating, controlling and evaluating.Studies show to use descriptive feature. Method used is the method of case study, which perform to approach the qualitative, that aims the result of observation and interview with few resources from Head of Commision Broadcast Region of Indonesia (KPID) Riau Island Province, Head of Sub Section(Kasubag) KPID Kepri, Director PT Radio Azam Mitra Umat.The conclusion from the studies communication strategy between KPI, KPID, KPIDP and institute involved and also military is encourage to join forces to spread the information in the border region, to protect the sovereignty and conserve culture In Riau island province which is Melayu culture.Keyword: Communication strategy, Commision Broadcast Region of Indonesia, Region Border",,,,https://doi.org/10.33751/wahana.v1i12.661
1906547,FUNGSI MEDIA PENYIARAN LEMBAGA PENYIARAN PUBLIK (LPP) RRI DALAM UPAYA MENYAMPAIKAN INFORMASI KEPADA MASYARAKAT DI KABUPATEN BIAK NUMFOR,Hepi Hastuti,1526316,"Gema Kampus IISIP YAPIS Biak Vol 12 No 1 (2017): Jurnal Ilmu Administrasi, Ilmu Sosial dan Ilmu Politik",IISIP YAPIS BIak,"Penelitian ini bertujuan untuk mengetahui fungsi media penyiaran Lembaga Penyiaran Pubik (LPP) RRI Biak dalam menyampaikan informasi kepada masyarakat di Kabupaten Biak Numfor. Teknik pengumpulan data yang digunakan seperti; observasi, angket, wawancara, dan dokumentasi. Metode analisis yang digunakan adalah analisis kualitatif. Hasil penelitian menunjukkan bahwa Tanggapan masyarakat terhadap adanya mrdia penyiaran dalam upaya menyampaikan informasi kepada masyarakat, dengan adanya Publikasi yang dilakukan oleh pihak Lembaga Penyiaran Publik (LPP) RRI Biak melalui program-program siaran di udara sudah berjalan baik.",,,,https://doi.org/10.52049/gemakampus.v12i1.50
1702989,PENERAPAN PASAL 36 AYAT (5) UNDANG-UNDANG PENYIARAN BAGI PELAKU SENI YANG MELANGGAR NILAI-NILAI ETIKA PADA MEDIA PERTELEVISIAN INDONESIA (STUDI DI KOMISI PENYIARAN INDONESIA PUSAT),Claudia Rachma Widhiarindra,2725150,"Kumpulan Jurnal Mahasiswa Fakultas Hukum Sarjana Ilmu Hukum, Mei 2020",Kumpulan Jurnal Mahasiswa Fakultas Hukum,"Claudia Rachma Widhiarindra, Dr. Prija Djatmika, S.H., M.Si, , Fines Fatimah, S.H., M.H. Fakultas Hukum Universitas Brawijaya Jl. MT. Haryono No. 169 Malang Email : claodiarachma@gmail.com Â  ABSTRAK Layar televisi selalu dipenuhi dengan program atau acara-acara televisi, dipenuhi oleh ragam industri hiburan yang beragam terutama pelaku seni. Tentu hukum memiliki peran, sebagai mengatur tata perilaku, etika, hingga standar hiburan yang dapat diakses oleh masyarakat luas. Hukum mengambil perannya sebagai pelindung bagi masyarakat, hal tersebut terlihat dalam keberadaan pasal 36 Ayat (5)Â  Undang-Undang Nomor 32 Tahun 2002 tentang penyiaran yang dibuat oleh KPI, yang mengatur larangan isi siaran:bersifat fitnah, menghasut, menyesatkan dan/atau bohong; menonjolkan unsur kekerasan, cabul, perjudian, penyalah- gunaan narkotika dan obat terlarang; mempertentangkan suku, agama, ras, dan antargolongan. Terhadap penerapan pasal tersebut, dilengkapi dengan unsur paksaan, yang mengatur tentang sanksi, yakni sanksi pidana sebagaimana diatur dalam pasal 57 Huruf d UU Penyiaran. Dalam perkembangannya, terdapat permasalahan praktik, lantaran jarang sekali ditegakkannya aturan tersebut. Atas hal tersebut, rumusan masalah dalam penelitian ini adalah: 1. Bagaimana penerapan pasal 36 ayat (5) Undang-Undang Penyiaran bagi pelaku seni yang melanggar nilai-nilai etika pada media pertelevisian Indonesia ? 2. Apa hambatan dalam penerapan pasal 36 ayat (5) Undang-Undang Penyiaran bagi pelaku seni yang melanggar nilai-nilai etika pada media pertelevisian Indonesia? Untuk menjawab pertanyaan tersebut, metode penelitian yang digunakan adalah adalah Penelitian Hukum Empiris atau dengan kata lain yaitu penelitian hukum sosiologis yang disebut dengan penelitian di lapangan. Jenis data yang digunakan, adalah jenis data primer dan sekunder. Jenis data primer di dapatkan melalui penelusuran lapangan dengan wawancara. Adapun jenis data sekunder, merujuk kepada UU Penyiaran. . Adapun kesimpulan singkat dari penelitian ini adalah: Penerapan pasal 36 ayat (5) dilakukan melalui pengawasan internal (oleh analis) dan eksternal (masyarakat). Terhadap sebuah dugaan pelanggaran, dilakukan tiga tahap analisa, yakni pemilihan pasal, dampak, dan riwayat pelaku. Setelah itu, dilakukan koordinasi kepada Pemerintah melalui kementrian/lembaga yang bertanggung jawab. Hambatan dalam penerapan pasal tersebut, adalah UU Penyiaran yang tidak memadai karena KPI tidak dapat memberikan sanksi para pelaku seni, hanya terbatas pada lembaga penyiaran, bukan pelaku seni. Kata Kunci : Nilai etika, Undang-Undang Penyiaran,Televisi ABSTRACT Television is dominant with programs created by countless artists. In this case, law has its role in regulating their behaviour, ethics, and in setting standard of entertainment aired for societies. The lawâ€™s role in providing protection for members of public is apparent in Article 36 Paragraph (5) of Law Number 32 of 2002 concerning Broadcasting launched by Indonesian Broadcasting Commission (hereinafter KPI) responsible for the ban on particular broadcast contents: slander, incitement, misleading content, lying; violence-laden content, obscene content, gambling, drug abuse; content leading to tribal, religious, and racial conflict, and conflict among public groups. The article mentioned is implemented where the presence of force and criminal sanction regulation are also considered as in Article 57 Letter d of Law concerning Broadcasting. Issues found in broadcasting practices are common since the regulation is rarely enforced. In reference to this issue, this research studies the following research problems: 1. How is article 36 paragraph (5) of Law implemented in response to violation committed by artists? 2. What impeding factors are present in this implementation? This research is categorised as an empirical legal research or socio-legal-based research. Both primary and secondary data were used, where the former was obtained from field observation through interviews, while the latter referred to Law concerning Broadcasting. The research has found out that the implementation of Article 36 paragraph (5) was performed by internal supervisor (analyst) and external element (members of public). In case of infringement, selecting article, impact, and the history of the violators are performed, followed by coordination in connection to the government through the ministry/authorities in charge. Another finding shows that the Law concerning Broadcasting fails to be fully accommodating since the KPI has no authority to impose sanction on the artists, but its authority is only restricted to imposing sanction on broadcasting companies. Â  Keywords: code of ethics, Law concerning Broadcasting, television",,,,
2123571,TEKNIK PENYIARAN NET JATIM DI NET TV (DITINJAU DARI PRESPEKTIF MANAJEMEN PENYIARAN),Wahyu Natalia,2706687,Al-Tsiqoh : Jurnal Ekonomi dan Dakwah Islam Vol 3 No 2 (2018): Dakwah Islam,Institut Pesantren KH Abdul Chalim Mojokerto,"Pemahaman tentang media televisi, berita menjadi komoditi penting. Bahkan setiap televisi mempunyai program berita unggulan. News Entertainment Television atau NET, salah satu pendatang baru di dunia pertelevisian, mengklaim dirinya sebagai televisi masa kini yang menjadi alternatif dilayar kaca pemirsanya. NET juga mempunyai biro atau perwakilan di sejumlah daerah termasuk Surabaya, serta menerapkan konsep multiplatform, sehingga pemirsanya bisa mengakses tayangan NET secara tidak terbatas, kapan pun, dan dimana pun. Program berita NET Jatim mempunyai keunggulan tersendiri dibandingkan dengan program berita televisi pada umumnya. Berbeda dengan program berita yang ada pada televisi lainnya NET Jatim hadir dengan konsep baru dengan mengutamakan berita kearifan local serta format tampilan HD atau high definition . Oleh karena itu, maka tesis ini disusun dengan tujuan untuk mengetahui bagaimana manajemen penyiaran berita NET Jatim di News Entertainment Television atau NET, ditinjau dari perspektif manajemen penyiaran. Penelitian ini adalah penelitian deskriptif kualitatif. Sumber data utama berasal dari hasil wawancara dengan produser serta seluruh divisi yang ada di biro NET Jatim yang diamati selama penelitian di lapangan. Teknik analisis penelitian ini menggunakan teori 4 pilar manajemen penyiaran, yakni teknik, program, pemasaran dan administrasi yang dikemukakan oleh Morissan. Hasil penelitian menunjukkan bahwa proses produksi program berita di NET Jatim sudah sesuai dengan perspektif manajemen penyiaran, namun ada sedikit kekurangan Sumber Daya Manusia (SDM), sehingga mayoritas karyawan yang ada di biro NET Jatim mempunyai double job.",,,,https://doi.org/10.1234/altsiq.v3i2.825
1742834,IMPLIKASI UNDANG-UNDANG PENYIARAN TERHADAP PERTUMBUHAN LEMBAGA PENYIARAN DI PROPINSI KEPULAUAN RIAU,"Azwardi, Azwardi",238051,Journal of Law and Policy Transformation Vol 5 No 1 (2020),Universitas Internasional Batam,"The growth of broadcasting stations (LP) studied in this thesis is the growth of existing station in Riau Islands Province (Kepri) after officially established of Law Republic of Indonesia Number 32 of 2002 concerning Broadcasting, which in the broadcast legislation looks more leads to liberalism is loaded with privatization that provides opportunities for offenders efforts to expand its business in the broadcasting industry, including in the Kepri. Legal theories used by researchers is a critical legal theory and legal theory flow Critical Legal studies(CLS). This study was conducted to showed that law Broadcasting Act, Article 13 paragraph (1) and (2) has been split into Public Broadcasting Stations (LPP), Private Broadcasting Stations (LPS), Community Broadcasting Stations (LPK) and Subscription Broadcasting Station (LPB). Base to The Indonesian Broadcasting Commission (KPI) of Kepri, the numbers of broadcasting stations listed till 2014 (television and radio services) is 0 LPP, 55 LPS, 23 LPB and 2 LPK. Of these known 69% of the total number of LP in Kepri is LPS. According to critical theory, democracy has influenced the policy direction of the holders of power (broadcasting law) to the interests of capital, and this is in line with the flow of Critical Legal Studies, which states that all regulations set by the government is closely linked to the ideology espoused by the government, so this theory argues that the legal and political (broadcasting legislation) are not in the neutral position. For the current broadcasters to benefit from more focused on improving the public thinks.",,,,https://doi.org/10.37253/jlpt.v5i1.810
1743238,PELAKSANAAN SOSIALISASI KOMISI PENYIARAN INDONESIA DAERAH SUMATERA BARAT (KPID SUMBAR) DALAM MENJALANKAN TUGAS DAN WEWENANG BERDASARKAN UNDANG-UNDANG NOMOR : 32 TENTANG PENYIARAN,Yumi Ariyati,4325404,Al-Mishbah: Jurnal Ilmu Dakwah dan Komunikasi Vol 16 No 1 (2020),Komunitas Dosen Dakwah Institut Agama Islam Negeri (IAIN) Palu,"The Indonesian Broadcasting Commission (KPI) as an independent state institution has the duties and authority as regulated by Law Number 32 of 2002 concerning Broadcasting. Among other tasks and functions are to compile regulations and set guidelines for broadcasting behavior and set broadcast program standards.In fact limited budget received every year, the West Sumatra KPID has carried out socialization activities through Public Service Announcements, Talk shows, Public Dialogue, Media Literacy, Brochures and Distribution of Public Complaints Boxes in several Regencies / Cities in the hope that this will help the existence of the West Sumatra KPID his duties and authorities are based on law number 32 regarding Broadcasting.",,,,https://doi.org/10.24239/al-mishbah.Vol16.Iss1.178
1753778,TANGGUNGJAWAB LEMBAGA PENYIARAN DALAM MENINGKATKAN KUALITAS SIARAN MELALUI IMPLEMENTASI PEDOMAN PRILAKU PENYIARAN DAN STANDAR PROGRAM SIARAN (P3SPS),"Trisnadewi, Ni Made Yuni|Kotaniartha, I Wayan",1589064|1589065,Jurnal Kajian Ilmu Komunikasi Vol 10 No 1 (2015): Jurnal Kajian Ilmu Komunikasi,Dwijendra University,"Di era kebebasan media saat ini banyak orang mengeluhkan konten media. Oleh karena itu pengelola media penyiaran, terutama televisi diharapkan dapat memikul tanggung jawab untuk mewujudkan kualitas siaran. Salah satu implementasi referensi penting adalah ketentuan hukum dan etika yang ditetapkan dalam kode etik dan program penyiaran standar.",,,,https://doi.org/10.46650/jkik.10.1.86.%p
